Department Code,Transfer Payment Program,Programme de paiment de transfer,Start Date,End Date,Type,Type of Appropriation,Fiscal Year for terms and conditions,Description,Expected Results,Fiscal year of last completed evaluation,Decision Following the results of last evaluation,Fiscal year of planned completion of next evaluation,General target recipient groups,Initiative to engage applicants and recipients,
134,Science and Technology Internship Program,Programme de stages en sciences et technologie,1997,Permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"Depuis 1997, RNCan contribue à la Stratégie emplois jeunesse par l'intermédiaire de son Programme de stages en sciences et technologie, lequel soutient l'intégration de diplômés postsecondaires âgés de 15 à 30 dans les domaines de la science, de la technologie, de l'ingénierie et des mathématiques dans les secteurs des ressources naturelles. Selon un modèle de prestation de tierce partie, RNCan offre des subventions salariales pour environ 50 stages par année par l'intermédiaire d'ententes de contribution aux organismes de financement externes. Ces organismes ont la responsabilité d'offrir les stages et collaborent avec les organisations d'embauche qui proposent les stages. Ce programme appuie l'engagement du ministre de participer aux efforts de développement et de promotion des capacités scientifiques et technologiques du Canada et de lutter contre les pénuries de main-d'œuvre dans les domaines de la science, de la technologie, de l'ingénierie et des mathématiques. Le programme a été étendu pour les années 2016 à 2019 pour inclure du financement pour 1200 emplois verts, des stages avec un bénéfice environnemental. Du plus, le programme favorise la diversité dans le marché du travail des ressources naturelles en ciblant la participation des individus des groupes visés par l’équité en matière d’emploi (les femmes, les peuples autochtones, les minorités visibles, et les personnes handicapées).","Le principal résultat sera l’acquisition de compétences par des expériences de travail liées à la carrière ou la poursuite d’études postsecondaires. Le résultat ultime est de fournir au Canada un plus grand nombre de travailleurs possédant des compétences de haut niveau.
Résultats ultimes de la Stratégie emploi jeunesse :
a) la capacité accrue des jeunes de participer au marché du travail;
b) la réduction des obstacles à l’emploi pour les jeunes;
c) des emplois durables pour les jeunes.
Résultats du programme Objectif Carrière :
a) l’acquisition de compétences de haut niveau au moyen d’expériences de travail liées à la carrière; 
b) le retour à des études supérieures.","2014-15
Évaluation horizontale sommative de la Stratégie emploi jeunesse (Emploi et Développement social Canada).
Aucune évaluation ministérielle n'a eu lieu.",Sans objet ,"2019-2020
Évaluation horizontale sommative (Emploi et Développement social Canada)","·         les personnes morales dûment constituées ou inscrites au Canada, notamment des organismes à but lucratif ou sans but lucratif. Par exemple, les institutions d’enseignement canadiennes, les associations industrielles, les associations de recherche, les organismes de normalisation, les groupes communautaires, les entreprises, les services d’électricité et de gaz, ou;
·         les organisations ou groupes autochtones;
·         les gouvernements provinciaux et territoriaux, les administrations municipales et leurs services, et les agences s’il y a lieu.","Les organismes de prestation :
·         Appel de propositions
Les organismes d’embauche (bénéficiaires ultimes) :
Terminé :
·         Courriels électroniques aux anciens organismes d’embauche
·         Cartes postales dans les deux langues officielles et en Inuktitut
·         Campagne de médias sociaux
·         Annonce du ministre par communiqué de presse
·         Nouveau site web 
·         Voyage promotionnel au Nunavut
Prévu :
·         Vidéos promotionnelles
·         Affiche",
134,Clean Technology Challenges,Défi sur les technologies propres,05/10/2017,Permanent,Subvention et contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2017-2018,"Les Défis des technologies propres font partie de l’Initiative Impact Canada (IIC) du gouvernement du Canada, qui vise à aider les ministères à accélérer l’adoption d’approches de financement novatrices pour produire des résultats significatifs pour les Canadiens. Le volet des technologies propres (75 M$ sur quatre ans) abordera des questions comme le changement climatique, la croissance propre et l’application des nouvelles technologies pour réduire les effets négatifs sur l’environnement. Cinq défis ont été lancés en 2018-19. Pour chaque défi, une combinaison d’outils (p. ex., accords de contribution, subventions, microsubventions) sera utilisée, selon les circonstances techniques, environnementales et du marché, afin de réaliser des percées au chapitre des technologies propres et de tirer profit d’autant d’activités d’innovation que possible à partir d’un niveau d’octroi déterminé.

Les contributions versées dans le cadre de ce programme sont non remboursables.","Le programme des technologies propres de l’IIC met l’accent sur la découverte de solutions novatrices pour surmonter des problèmes complexes et persistants dans le développement des technologies propres. À long terme, ce programme doit contribuer à améliorer la performance environnementale et économique dans les secteurs des ressources naturelles et des technologies propres du Canada. Parmi les résultats à court terme et à moyen terme, mentionnons les suivants :

accroissement de la sensibilisation aux défis et aux projets liés aux technologies propres, et renforcement de la participation et de la collaboration pour surmonter ces défis et mener à bien ces projets;
accroissement des investissements des parties prenantes dans des projets de recherche, développement et démonstration (R-D et D) en matière de technologie propre;
accroissement de la collaboration avec et entre les Canadiens; et,
progression des technologies naissantes vers la maturité commerciale; création de nouvelles technologies de rupture, de modèles d’affaires/de financement de remplacement qui sont susceptibles de produire de meilleurs résultats, et d’activités de renforcement des capacités pour faciliter l’adoption de solutions technologiques propres.","Sans objet, nouveau programme","Sans objet, nouveau programme",2020-2021,"Le financement sous forme de subventions et de contributions sera ouvert aux bénéficiaires canadiens ou internationaux admissibles désignés à condition qu’ils répondent aux critères établis par chaque défi ou étape de défi.

Les bénéficiaires admissible comprendront, entre autres, les entités juridiques valablement constituées en société ou enregistrées au Canada ou à l’étranger, y compris :

les organisations du secteur privé et à but non lucratif telles que les services de gaz et d’électricité, les entreprises, les associations industrielles, les associations de recherche et les organisations de normalisation;
les organisations et groupes autochtones;
les groupes communautaires;
les établissements universitaires;
les administrations municipales, provinciales, territoriales et régionales et leurs ministères et organismes, le cas échéant;
les groupes, sociétés et coalitions non constitués en personne morale; et,
les particuliers.","La livraison de chaque défi IIC variera d'un défi à l'autre. Le développement et la portée des défis impliqueront des consultations approfondies avec des experts, des partenaires et des intervenants, tels que les associations sectorielles, l'industrie, le milieu universitaire et les gouvernements autochtones et les organisations représentatives ainsi que les provinces et les territoires et les autres niveaux de gouvernement.

Le programme entreprendra une série d'activités pour promouvoir les défis, encourager la participation et fournir des conseils aux participants potentiels, notamment en: partageant des renseignements sur les défis sur le site Web interactif du Prix des défis de l’Initiative Impact Canada, utilisant des campagnes dans les médias sociaux, des activités de sensibilisation ciblées, organisant de webinaires et ateliers.",
134,Transportation and Alternative Fuels,Transport et carburants de remplacement,21/04/2016,31/03/2019,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"Cet investissement appuiera l’installation d’infrastructures pour la recharge rapide des véhicules électriques offerts dans le commerce et d’autres infrastructures pour les carburants de remplacement le long des itinéraires très fréquentés afin de répondre aux préoccupations des consommateurs et des propriétaires de flottes commerciales concernant la faible disponibilité d’infrastructures de recharge/ravitaillement, ainsi qu’aux préoccupations des investisseurs concernant le risque financier lié à l’investissement. Un tel investissement aidera à accélérer le déploiement de véhicules électriques, de carburants de remplacement et de véhicules utilisant des carburants de remplacement.

L’objectif ultime consiste à permettre aux bénéficiaires de retirer des bénéfices et de créer ainsi une industrie autonome. Par conséquent, cette initiative utilisera des contributions remboursables pour réduire le risque de l’investissement dans les infrastructures pour les véhicules électriques et les carburants de remplacement ainsi que l’investissement initial que doivent faire les investisseurs qui installent des infrastructures pour les véhicules électriques et les carburants de remplacement. Les projets seront contrôlés pendant dix années après leur achèvement.","Au niveau de la demande, le résultat immédiat des installations mises en place montre que les utilisateurs finaux ciblés peuvent de plus en plus utiliser des modes de transport à teneur réduite en carbone grâce à la disponibilité accrue des stations de recharge/ ravitaillement pour les carburants de remplacement. Ce résultat peut se mesurer par le nombre de stations pour les véhicules électriques et les carburants de remplacement situées sur les corridors de transport pancanadiens clés, et ce, par type de carburants.

Au niveau de la demande, le résultat intermédiaire serait que les utilisateurs finaux ciblés prennent des mesures afin d’utiliser des modes de transport à teneur réduite en carbone. Ce résultat peut se mesurer par la proportion des ventes de véhicules électriques et de véhicules fonctionnant avec des carburants de remplacement.

Au niveau de l’offre, le résultat intermédiaire montre que les groupes ciblés prennent des mesures pour que les modes de transport à teneur réduite en carbone soient mis à la disposition des utilisateurs finaux. L’indicateur sera le nombre de stations de recharge et de ravitaillement prévues, en cours ou achevées par les promoteurs des projets financés (propriétaires/exploitants potentiels des stations de recharge et de ravitaillement) situées le long des corridors de transport pancanadiens clés, et ce, par type de carburants. Un deuxième indicateur, le coefficient de financement obtenu grâce aux propriétaires/exploitants potentiels des stations de recharge et de ravitaillement, fera également l’objet d’un suivi.

Le résultat ultime est que les transports canadiens utilisent les carburants à teneur réduite en carbone. Ce résultat peut se mesurer par la fréquence des recharges et des ravitaillements dans les stations subventionnées pour les véhicules électriques et les carburants de remplacement, ainsi que par la quantité d’électricité, de gaz naturel, et d’hydrogène distribuée par les stations subventionnées à infrastructure de recharge et de ravitaillement.","Sans objet, nouveau programme",Sans objet,"Bien qu’il n’y ait aucune obligation à évaluer cette initiative en vertu de la Politique sur les résultats 2016, il est possible de l’envisager dans le cadre d’une évaluation plus large des Carburants de remplacement pour le transport.","Les individus et les sociétés canadiennes légalement enregistrées ou constituées en personne morale, y compris les organisations à but non lucratif et à but lucratif telles que les compagnies de gaz et d’électricité, les entreprises, les associations industrielles, les associations de recherche, les organismes de normes, les groupes autochtones et communautaires, les établissements universitaires canadiens et les administrations provinciales, territoriales, régionales ou municipales, ou leurs agences et ministères; le cas échéant

Les sociétés internationales légalement enregistrées ou constituées en personne morale à l’étranger, y compris les organisations à but non lucratif et à but lucratif telles que les entreprises, les associations industrielles; les associations de recherche; les organismes de normes et les établissements universitaires.","RNCan a lancé une demande d’information au début du printemps suivie peu après d’une demande de propositions. Les bénéficiaires admissibles ont été invités à soumettre leurs propositions. Dès la signature des accords de contribution, les projets retenus seront publiquement annoncés.",
134,Electric Vehicle Infrastructure Demonstration Program,Programme de démonstration d'infrastructures pour véhicules électriques,14/04/2016,31/03/2029,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"Le programme de démonstration d’infrastructures pour véhicules électriques appuie la démonstration d’infrastructures de recharge de prochaine génération pour véhicules électriques au Canada.
Le programme permettra d’entreprendre des études d’ingénierie d’avant-projet détaillé et des démonstrations dans le but de réduire les coûts, de mieux comprendre leurs répercussions et de surmonter les éventuels obstacles associés à la mise en place d’infrastructures de recharge de prochaine génération pour véhicules électriques.
Aucune contribution remboursable n’est versée pour ce programme de paiements de transfert.","Ce programme s’appuiera sur les résultats obtenus par des programmes de Ressources naturelles Canada antérieurs qui ont contribué de manière considérable aux premières démonstrations d’infrastructures de recharge au Canada.
Les résultats escomptés sont les suivants :
accélération de la commercialisation et de l’adoption de technologies de recharge pour véhicules électriques;
établissement de collaborations et financement renouvelable pour l’avancement et la démonstration de technologies d’infrastructures pour véhicules électriques;
amélioration des connaissances scientifiques et techniques pour faire progresser le développement de technologies d’infrastructures pour véhicules électriques;
réduction des émissions grâce à l’adoption des meilleures technologies disponibles.
On s’attend à ce que plus de 200 bornes de recharge de prochaine génération pour véhicules électriques soient installées dans le cadre du programme.","Sans objet, nouveau programme",Sans objet,"Conformément à la Politique sur les résultats, cette initiative sera évaluée indépendamment ou dans le cadre d’une évaluation plus générale du programme de Science et technologie de l’énergie propre, qui est provisoirement prévue en 2018-2019.","Les bénéficiaires admissibles sont des personnes morales dûment constituées ou inscrites au Canada, y compris les services d’électricité ou de gaz, les entreprises, les associations industrielles et les associations de recherche, les organismes de normalisation, les groupes autochtones et communautaires, les institutions d’enseignement canadiennes, les gouvernements des provinces et des territoires, les administrations régionales et municipales et leurs services et organismes.","Le programme a mené des consultations approfondies avec l'industrie, les associations, les provinces et les territoires ainsi qu'avec des groupes de recherche et de politiques afin d'éclairer la portée des appels de propositions, notamment: l'engagement bilatéral avec les provinces et les territoires; tirer parti des consultations pancanadiennes avec les intervenants pour confirmer les obstacles et les défis technologiques liés à l'infrastructure des véhicules électriques; et sensibilisation lors de conférences et de forums nationaux et internationaux. Les demandes de propositions de projets seront sollicitées auprès d'un large éventail de bénéficiaires éligibles, tels que l'industrie, les universités et les consortiums, via des appels de déclarations d'intérêt ouverts et annoncés; et les demandes de propositions directes non annoncées découlant de l'appel de déclarations d'intérêt.",
134,Forest Innovation Program,Programme d'innovation forestière,28/09/2017,31/03/2020,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2017-2018,"Le Programme d’innovation forestière (PIF) soutient le programme et les priorités du secteur forestier nécessaires à la poursuite de la transformation du secteur forestier canadien afin d’en assurer la compétitivité.

Aucune contribution remboursable n’est versée dans le cadre de ces programmes de paiements de transfert.","Résultats attendus du PIF :

des programmes de R. et D. et de déploiement forestiers qui abordent les principales possibilités du secteur forestier canadien, ainsi que les principales menaces qui pèsent sur le secteur;
une connaissance améliorée des caractéristiques physiques et environnementales des produits forestiers;
des intervenants de l’industrie qui sont au courant de la recherche forestière et y participent;
une collaboration optimisée parmi les organismes qui s’affairent à la recherche forestière.",2014-2015,Continuation,2019-2020,"Les bénéficiaires principaux des contributions sont FPInnovations, un institut national de recherche en foresterie sans but lucratif, et le milieu universitaire.","Il n’y a pas d’appel d’offres ouvert pour le PIF. Les responsables ont rencontré régulièrement le principal bénéficiaire nommé, FPInnovations, dont le sous-ministre adjoint du Service canadien des forêts de RNCan, qui est un observateur au sein du conseil d’administration de FPInnovations. Tous les autres bénéficiaires de financement potentiels sont également mobilisés par les responsables du programme. Le Centre canadien sur la fibre de bois, qui est un élément du PIF, reçoit une contribution financière de 1 M$ du PIF, qu’il distribue selon un processus concurrentiel.",
134,Forest Research Institute Initiative,Initiative des instituts de recherche forestière,,Permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,,Soutenir l'objectif de RNCan en matière de développement durable de ressources naturelles en reliant l’innovation et la technologie grâce à des partenariats des secteurs public et privé afin de rehausser la compétitivité du secteur de la foresterie.,,2014-2015,,2018-2019,FP Innovations – un organisme sans but lucratif de recherche forestière au Canada,,
134,Investments in the Forest Industry Transformation,Investissements dans la transformation de l'industrie forestière,17/06/2010,31/03/2022,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,,"Le programme Investissements dans la transformation de l’industrie forestière (ITIF) a été reconduit en 2017-2018 grâce à une contribution supplémentaire de 55 millions de dollars qui permettra de transformer l’industrie forestière pour la rendre plus viable sur le plan économique et plus durable sur le plan environnemental. Cet objectif sera atteint au moyen d’investissements dans des technologies novatrices qui permettent de diversifier et d’accroître la valeur des produits issus de l’industrie forestière, notamment la bioénergie et l’électricité renouvelable, ainsi que les biomatériaux, les produits biochimiques et les produits de construction de la prochaine génération.

Le programme financera des projets novateurs qui mettent en œuvre des technologies transformatrices, de l’étape du projet pilote jusqu’à l’échelle commerciale, et qui permettent d’augmenter la valeur de l’utilisation de la fibre ligneuse et des sous-produits de la transformation du bois. Ce processus

augmente le total des revenus générés par une grume;
diversifie la gamme de produits de l’industrie forestière, stabilisant ainsi le rendement économique; et,
produit de l’énergie renouvelable et d’autres produits qui sont bénéfiques à l’environnement.
En fournissant aux entreprises forestières canadiennes un financement pour des investissements dans des processus industriels de bioénergie et de bioproduits afin de faire progresser ces technologies vers une mise en œuvre complète à l'échelle commerciale, ce programme élargira et renforcera les investissements antérieurs dans la transformation du secteur forestier.

Aucune contribution remboursable n’est versée pour ce programme de paiements de transfert.","Les résultats escomptés du programme sont les suivants :

Un secteur forestier plus durable sur le plan commercial et de l’environnement avec un rendement amélioré des capitaux engagés et une incidence réduite sur l’environnement;
De nouveaux bioproduits forestiers (y compris des produits de construction de prochaine génération) et procédés connexes maintenant offerts sur le marché à la suite de la hausse du nombre de nouveaux bioproduits/produits et procédés de construction de prochaine génération;
Un secteur forestier qui a renforcé sa capacité d’élaborer et de fournir des bioproduits commerciaux (y compris des produits de construction de prochaine génération) et des procédés connexes à la suite de la hausse du nombre d’installations nouvelles ou modifiées qui produisent des bioproduits (et/ou des produits de construction de prochaine génération);
Des entreprises du secteur forestier collaborent avec d’autres secteurs (p. ex. énergie et chimique) à des projets de bioproduits et de procédés connexes à la suite de la hausse du nombre de partenariats non traditionnels conclus.",2014-2015,Continuation,2019-2020,"Entreprises qui :

fabriquent des produits forestiers et
possèdent des installations existantes de fabrication de produits forestiers (par exemple, usines de pâte, des papiers ou de bois de sciage) situées au Canada.","Les demandeurs du programme sont appuyés par la création d’un site Web consacré au programme qui donne accès à des guides sur le programme, aux conditions d’admissibilité et aux annonces liées au programme ainsi qu’aux coordonnées (NRCan.ifit-ifit.RNCan@canada.ca) sur l’administration du programme. Les appels de propositions ont été annoncés à grande échelle par des communiqués de presse au public, des listes de distribution de courriels et des contacts avec un éventail d’associations, d’autres ministères et d’autres intervenants. Les bénéficiaires sélectionnés du programme sont également mobilisés grâce à des communications régulières avec les administrateurs du programme afin de surveiller les progrès réalisés vers l’atteinte des objectifs du programme.",
134,Energy Innovation Program,Programme d'innovation énergétique,14/04/2016,Permanent,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2017-2018,"L’objectif est de soutenir la compétitivité des secteurs des ressources naturelles du Canada grâce à une série complète de projets de recherche, de développement, de démonstration et d’activités scientifiques connexes menant à des progrès dans la technologie, à des connaissances et une collaboration accrues, à une contribution à l’élaboration des codes, des normes et des politiques et règlements connexes et, en fin de compte, à une meilleure performance environnementale et économique.

Le programme comporte des contributions remboursables sous condition pour les projets de démonstration; les activités de R-D et les activités scientifiques connexes ne sont pas remboursables.","Les activités devraient contribuer aux nouveaux projets de recherche, de développement et de démonstration de même qu’aux normes et aux codes connexes, ainsi qu’aux nouveaux produits de connaissance, y compris les études et les analyses.

Les mesures de la performance comprennent ce qui suit :

Nombre de niveaux de maturité technologique que l’on a fait avancer;
Nombre de propriétés intellectuelles produites;
Nombre de produits de connaissance produits;
Nombre de partenaires et de collaborateurs;
Nombre de codes, de normes, de règlements et de politiques touchés;
Émissions de GES réduites;
Nombre d’emplois (années-personnes d’emploi produites);
Rapport entre le financement de RNCan et le financement à effet de levier;
Mesures précises de la performance environnementale et économique du projet.","Sans objet, nouveau programme",Sans objet,2019-2020,"Les bénéficiaires canadiens admissibles comprennent :

Les entités juridiques valablement constituées en sociétés ou enregistrées au Canada, notamment : les organisations à but lucratif et à but non lucratif telles que les services publics de gaz et d’électricité, les compagnies, les associations industrielles, les associations de recherche et les organismes de normalisation; les groupes et les organisations autochtones; les groupes communautaires et les établissements universitaires canadiens.
Les gouvernements provinciaux et territoriaux et les administrations régionales et municipales, ainsi que leurs ministères et organismes, le cas échéant.
Les bénéficiaires internationaux admissibles (pour les activités de Mission Innovation seulement) comprendront les organismes régis par un traité et les autres entités juridiques internationales valablement constituées en sociétés ou enregistrées à l’étranger, notamment : les organisations à but lucratif et à but non lucratif telles que les associations industrielles, les organismes, les associations de recherche, les organismes de normalisation et les établissements universitaires.","Le programme a mené une vaste collaboration avec l'industrie, les associations, les provinces et les territoires, ainsi que des groupes de recherche et de politiques afin d'aider à déterminer la portée des appels de propositions. Les demandes de propositions de projets ont été sollicitées auprès d'un large éventail de bénéficiaires admissibles, y compris l'industrie, le milieu universitaire et les consortiums, au moyen d'appels de propositions ouverts et annoncés; les demandes de propositions directes non annoncées; et propositions non sollicitées.",
134,Smart Grid Program,Programme des réseaux intelligents,01/04/2018,31/03/2029,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2018-2019,"Le programme de réseau électrique intelligent investira 100 millions de dollars sur quatre ans (de 2018-2019 à 2021-2022) pour appuyer l’élaboration de systèmes intégrés pour réseau électrique intelligent (ce qui peut inclure le stockage d’énergie) de même que la démonstration de technologies de réseau électrique intelligent prometteuses presque prêtes à être mises en marché, et ce, pour réduire les émissions de gaz à effet de serre et favoriser l’innovation et la création d’emplois propres.

Le programme accélérera la transition vers une croissance économique propre en :

optimisant l’utilisation de la capacité des actifs électriques existants,
augmentant la production d’électricité à partir de sources d’énergie renouvelable et
augmentant la fiabilité, la résilience et la souplesse du réseau électrique tout en assurant sa cybersécurité.
Ce programme de paiements de transfert offre des contributions remboursables selon les modalités suivantes :

Démonstration : remboursable si la démonstration débouche sur des profits dans les cinq (5) ans suivant la fin du projet. Les exigences relatives à la déclaration des profits seront détaillées dans l’accord de contribution, tout comme le processus de remboursement.

Déploiement : remboursable si le déploiement débouche sur des profits dans les cinq (5) ans suivant la mise en place du projet. Les exigences relatives à la déclaration des profits seront détaillées dans l’accord de contribution, tout comme le processus de remboursement.","Résultats attendus pour la période de 2019-2020 à 2021-2022 :

Ratio des investissements dans les projets réalisés par les parties prenantes et du financement pour le projet de déploiement provenant du programme d’au moins 1:3.
Ratio des investissements dans les projets réalisés par les parties prenantes et du financement du projet de démonstration provenant du programme d’au moins 1:1.
Résultats à long terme attendus d’ici 2030 :

Réduction de 0,9 mégatonne (Mt) des émission de GES provenant du réseau d’électricité.","Sans objet, nouveau programme","Sans objet, nouveau programme",2021-2022,"Personnes morales constituées de façon valide au Canada, notamment :

organismes à but lucratif ou sans but lucratif comme des services publics d’électricité et de gaz, des exploitants de systèmes et des propriétaires et exploitants de réseau de distribution (y compris des sociétés d’État provinciales, des agences, des coopératives et des organisations municipales) et des entreprises de distribution locales;
gouvernements provinciaux et territoriaux, administrations municipales et leurs services et agences;
organisations à but lucratif ou sans but lucratif autochtones (majoritairement détenues et dirigées par des Autochtones).","Le programme a mené une vaste consultation auprès des sociétés de distribution, des associations, des provinces et des territoires, y compris la diffusion d'un questionnaire sur le concept de projet afin de mieux faire connaître le programme, d'évaluer l'admissibilité des projets et de fournir des commentaires aux promoteurs éventuels. Ce programme a été lancé le 15 janvier 2018, et le processus de demande de propositions s’est terminé le 4 mars 2018; des 86 propositions reçues, 74 ont été jugées admissibles.",
134,Buildings Infrastructure Program,,,,,,,,,,,,,,
134,Energy Innovation Program - Oil and Gas Clean Technology Program,Initiatives de technologies propres pétrolières et gazières,21/04/2016,31/03/2019,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2016-2017,"Le programme de technologies pétrolières et gazières propres vise à soutenir le développement de technologies pétrolières et gazières moins polluantes en vue d’améliorer la durabilité de la mise en valeur des ressources d’hydrocarbures du Canada.

Les contributions aux projets de démonstration seront remboursables sous certaines conditions pendant cinq ans après la fin du projet, si celui-ci génère des profits.","Les résultats attendus au cours de la période du programme comprennent :

des avantages pour l’environnement, notamment une réduction des émissions de gaz à effet de serre (GES) provenant de projets de démonstration de technologies propres dans le secteur pétrolier et gazier;
l’avancement des technologies par les parties prenantes du secteur de l’énergie en prévision de leur disponibilité sur le marché;
la disponibilité accrue des connaissances scientifiques et techniques liées à des projets choisis;
des avantages économiques apportés par des projets de recherche et développement dans le domaine des technologies énergétiques propres, y compris des investissements à effet de levier de l’industrie, des provinces et des territoires.",Sans objet,Sans objet,"Conformément à la Politique sur les résultats, cette initiative sera évaluée indépendamment ou dans le cadre d’une évaluation plus générale du programme de Science et technologie de l’énergie propre, qui est provisoirement prévue en 2018-2019.","Les bénéficiaires admissibles sont des personnes morales dûment constituées ou inscrites au Canada, y compris les services d’électricité ou de gaz, les entreprises, les associations industrielles et les associations de recherche, les organismes de normalisation, les groupes autochtones et communautaires, les institutions d’enseignement canadiennes, les gouvernements des provinces et des territoires, les administrations régionales et municipales et leurs services et organismes.","Des intervenants clés provenant notamment de l’industrie, d’associations industrielles et des provinces et territoires pertinents ont été consultés pour définir la portée de l’appel de propositions.

Une séance d’information a aussi eu lieu avec d’éventuels demandeurs le 6 juillet 2016, pour répondre à des questions sur l’appel de propositions lancé le 22 juin 2016.",
134,Oil Spill Response Science Program,Programme scientifique d'intervention en cas de déversement d'hydrocarbures,,31/03/2026,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,,Appuyer la R.-D. sur de nouvelles technologies et de nouveaux procédés pour une récupération plus efficace du pétrole lourd déversé dans des milieux marins. ,,Sans objet,,Sans objet,"Organisations reliées à l’industrie; organismes sans but lucratif; provinces et territoires, Premières Nations, milieu universitaire",,
134,"Program for Energy, Research & Development",,,,,,,,,,,,,,
134,Pan North American Renewable Electricity Integration Studies,,,,,,,,,,,,,,
134,Emerging Renewable Power Program,Programme des énergies renouvelables émergentes,01/04/2018,31/03/2030,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2018-2019,"Ce programme appuiera le déploiement des technologies d’électricité renouvelable qui ont été établies avec succès à l’extérieur du pays et appuiera aussi les technologies d’électricité renouvelable dont on a fait la démonstration avec succès au Canada, mais qui n’ont pas encore été commercialisées. Ce programme contribuera à atténuer les risques liés à l’investissement de capitaux initiaux dans les projets d’énergies renouvelables émergentes.

Le financement provenant du Programme des énergies renouvelables émergentes est remboursable si le projet se traduit par un rendement des investissements supérieur aux coûts totaux du projet moins la contribution fédérale.","Trois ententes de contribution signées et deux évaluations régionales effectuées et rendues publiques.
Le programme appuie des projets englobant au moins deux technologies différentes (une technologie par projet).
Deux mécanismes d’appui sous la direction des provinces (p. ex., cadres réglementaires, ententes sur les achats d’énergie).",Sans objet,Sans objet,2021-2022,"Entités juridiques valablement constituées ou enregistrées au Canada comme les organismes à but lucratif et sans but lucratif, les services publics d’approvisionnement en électricité ou en gaz, les exploitants de réseaux et les propriétaires et opérateurs d’installations de transport d’énergie, les sociétés de distribution locales, les associations de l’industrie, les associations de recherche, et les sociétés de développement régional et communautaire.
Les gouvernements provinciaux et territoriaux, les administrations municipales et leurs services et agences s’il y a lieu. Collectivités, conseils ou gouvernements autochtones and organismes autochtones à but lucratif et sans but lucratif.","Les fonctionnaires du Ministère ont communiqué avec des organisations de l’industrie, parlé à des promoteurs individuels qui en ont fait la demande et assisté à des événements de l’industrie. De plus, le Ministère a communiqué avec des représentants des gouvernements provinciaux, tant à l’échelon des opérations qu’à celui de la gestion, pour solliciter des commentaires généraux ou vérifier l’acceptation du projet et l’harmonisation des priorités.",
134,ecoENERGY for Renewable Power,écoÉNERGIE pour l'électricité renouvelable,01/04/2007,31/03/2021,Contribution,Affectation de fonds annuellement par l’entremise du budget des dépenses,2008-2009,"Le Programme écoÉNERGIE pour l’électricité renouvelable investit 1,4 milliard de dollars sur 14 ans afin d’accroître l’approvisionnement du Canada en électricité non polluante provenant de sources renouvelables comme le vent, la biomasse, l’hydroélectricité écologique et l’énergie solaire photovoltaïque. Il a pour but d’aider à positionner les technologies d’énergie renouvelable écologiques afin d’augmenter l’approvisionnement énergétique du Canada et, par conséquent, de contribuer à un mixte énergétique plus durable et plus diversifié. Bien qu'aucune entente de contribution n’ait été signé après le 31 mars 2011, les projets pour lesquels une entente a été conclue reçoivent un incitatif d’un pourcent par kilowattheure (kWh) sur leur production admissible durant leurs dix premières années d’exploitation. Le programme lui-même se termine le 31 mars 2021.Note de bas de page1 Ce programme de paiement de transfert verse des contributions remboursables.",Les 74 projets qui reçoivent encore un incitatif dans le cadre du programme devraient produire 7.4 TWh d’électricité à partir de ressources renouvelables propres en 2019-2020.,2015-2016,L'évaluation indiquait que le programme a été géré efficacement et avec efficience.,2019-2020,"Une entreprise, un établissement ou une organisation (par exemple, un producteur d’énergie indépendant, une société d’État provinciale, un service public d’électricité ou une coopérative fournissant de l’énergie) qui répond aux modalités et aux conditions du programme.","Le programme écoÉNERGIE pour l’électricité renouvelable n’accepte plus de demandes, car la période d’engagement a pris fin le 31 mars 2011. Nous maintenons la communication avec les bénéficiaires pour veiller au respect des exigences des accords de contribution.",
